game id,turn,dice,action,written,kept,score change,score,expect
0,1,34612,Roll,,,,0,246.301971
0,1,34412,Reroll,,4321,,0,244.275925
0,1,34212,Reroll,,4321,,0,241.844681
0,1,00000,Write,1024,,30,30,241.844681
0,2,22463,Roll,,,,30,238.479782
0,2,22145,Reroll,,22,,30,235.021469
0,2,22311,Reroll,,22,,30,231.682236
0,2,00000,Write,1,,2,32,231.682236
0,3,34366,Roll,,,,32,231.612106
0,3,33666,Reroll,,66,,32,236.209335
0,3,26666,Reroll,,666,,32,248.617920
0,3,00000,Write,32,,24,56,248.617920
0,4,41216,Roll,,,,56,244.746140
0,4,41245,Reroll,,4,,56,241.850571
0,4,46645,Reroll,,44,,56,240.488876
0,4,00000,Write,64,,25,81,240.488876
0,5,34522,Roll,,,,81,241.935883
0,5,34526,Reroll,,5432,,81,254.047806
0,5,00000,Write,2048,,40,121,254.047806
0,6,22325,Roll,,,,121,257.454803
0,6,22626,Reroll,,222,,121,254.561218
0,6,22226,Reroll,,222,,121,256.222595
0,6,00000,Write,2,,8,129,256.222595
0,7,36536,Roll,,,,129,255.045723
0,7,32534,Reroll,,33,,129,251.339119
0,7,31233,Reroll,,33,,129,253.632759
0,7,00000,Write,4,,9,138,253.632759
0,8,55356,Roll,,,,138,263.391716
0,8,55651,Reroll,,555,,138,260.209702
0,8,55551,Reroll,,555,,138,264.682663
0,8,00000,Write,16,,20,158,264.682663
0,8,00000,Write,8192,,35,193,264.682663
0,9,64523,Roll,,,,193,261.410812
0,9,63632,Reroll,,6,,193,259.928589
0,9,64662,Reroll,,66,,193,264.322044
0,9,00000,Write,128,,24,217,264.322044
0,10,22322,Roll,,,,217,275.759354
0,10,22522,Reroll,,2222,,217,269.958073
0,10,22522,Reroll,,2222,,217,264.196545
0,10,00000,Write,256,,13,230,264.196545
0,11,23526,Roll,,,,230,263.291782
0,11,25621,Reroll,,22,,230,259.924969
0,11,25423,Reroll,,22,,230,256.643991
0,11,00000,Write,4096,,0,230,256.643991
0,12,11663,Roll,,,,230,257.325754
0,12,11653,Reroll,,11,,230,252.184875
0,12,11351,Reroll,,11,,230,263.425926
0,12,00000,Write,512,,25,255,263.425927
0,13,21214,Roll,,,,255,263.888889
0,13,22224,Reroll,,4,,255,261.666667
0,13,32224,Reroll,,4,,255,259.000000
0,13,00000,Write,8,,4,259,259.000000
1,1,25225,Roll,,,,0,250.702667
1,1,23222,Reroll,,222,,0,254.985580
1,1,23222,Reroll,,2222,,0,249.762924
1,1,00000,Write,2,,8,8,249.762924
1,2,31542,Roll,,,,8,258.092361
1,2,00000,Write,2048,,40,48,258.092361
1,3,11454,Roll,,,,48,256.837021
1,3,62424,Reroll,,44,,48,252.281219
1,3,15414,Reroll,,44,,48,248.465683
1,3,00000,Write,1,,2,50,248.465683
1,4,23266,Roll,,,,50,249.222107
1,4,36566,Reroll,,66,,50,254.191864
1,4,36666,Reroll,,666,,50,264.971588
1,4,00000,Write,32,,24,74,264.971588
1,5,36411,Roll,,,,74,262.148392
1,5,25445,Reroll,,4,,74,260.631378
1,5,61444,Reroll,,44,,74,262.897736
1,5,00000,Write,8,,12,86,262.897736
1,6,12355,Roll,,,,86,263.595886
1,6,41455,Reroll,,55,,86,259.056824
1,6,14355,Reroll,,55,,86,250.741760
1,6,00000,Write,16,,10,96,250.741760
1,7,33316,Roll,,,,96,260.916489
1,7,33331,Reroll,,333,,96,264.279602
1,7,33334,Reroll,,3333,,96,259.922455
1,7,00000,Write,4,,12,108,259.922447
1,7,00000,Write,8192,,35,143,259.922447
1,8,35321,Roll,,,,143,257.468887
1,8,33323,Reroll,,33,,143,265.932899
1,8,33343,Reroll,,3333,,143,259.929482
1,8,00000,Write,256,,16,159,259.929482
1,9,51663,Roll,,,,159,259.874847
1,9,31666,Reroll,,66,,159,262.153183
1,9,65666,Reroll,,666,,159,264.858551
1,9,00000,Write,128,,29,188,264.858551
1,10,11134,Roll,,,,188,268.073631
1,10,11116,Reroll,,111,,188,265.578819
1,10,11116,Reroll,,6111,,188,255.625565
1,10,00000,Write,4096,,0,188,255.625565
1,11,33422,Roll,,,,188,256.094910
1,11,33421,Reroll,,432,,188,259.021881
1,11,00000,Write,1024,,30,218,259.021881
1,12,22445,Roll,,,,218,257.853836
1,12,22445,Reroll,,4422,,218,253.522186
1,12,22441,Reroll,,4422,,218,244.366611
1,12,00000,Write,64,,13,231,244.366611
1,13,44565,Roll,,,,231,244.888889
1,13,44555,Reroll,,5544,,231,256.000000
1,13,00000,Write,512,,25,256,256.000000
2,1,25246,Roll,,,,0,245.653732
2,1,26235,Reroll,,22,,0,242.184769
2,1,21244,Reroll,,22,,0,238.144684
2,1,00000,Write,2,,4,4,238.144684
2,2,21222,Roll,,,,4,245.102341
2,2,24222,Reroll,,2222,,4,239.789612
2,2,23222,Reroll,,2222,,4,232.614319
2,2,00000,Write,256,,11,15,232.614319
2,3,34451,Roll,,,,15,230.722290
2,3,54422,Reroll,,44,,15,225.953522
2,3,54462,Reroll,,44,,15,221.086380
2,3,00000,Write,64,,21,36,221.086380
2,4,64655,Roll,,,,36,220.592651
2,4,63623,Reroll,,66,,36,214.769165
2,4,64652,Reroll,,66,,36,206.339798
2,4,00000,Write,1,,0,36,206.339798
2,5,43336,Roll,,,,36,209.211670
2,5,13335,Reroll,,333,,36,206.011581
2,5,23334,Reroll,,333,,36,202.143311
2,5,00000,Write,4,,9,45,202.143311
2,6,64121,Roll,,,,45,198.674011
2,6,14312,Reroll,,4,,45,199.195755
2,6,14322,Reroll,,4321,,45,196.261322
2,6,00000,Write,1024,,30,75,196.261330
2,7,43651,Roll,,,,75,193.362015
2,7,43456,Reroll,,543,,75,189.907021
2,7,44466,Reroll,,44,,75,196.560905
2,7,00000,Write,512,,25,100,196.560905
2,8,65126,Roll,,,,100,196.934135
2,8,66646,Reroll,,66,,100,215.731438
2,8,66626,Reroll,,6666,,100,212.101006
2,8,00000,Write,32,,24,124,212.101006
2,9,64241,Roll,,,,124,212.640564
2,9,14541,Reroll,,44,,124,205.561203
2,9,24442,Reroll,,44,,124,214.080109
2,9,00000,Write,8,,12,136,214.080109
2,10,16226,Roll,,,,136,211.149612
2,10,66246,Reroll,,66,,136,215.807610
2,10,66516,Reroll,,666,,136,214.020111
2,10,00000,Write,128,,24,160,214.020115
2,11,35423,Roll,,,,160,219.273109
2,11,35424,Reroll,,5432,,160,211.420498
2,11,35425,Reroll,,5432,,160,199.949368
2,11,00000,Write,4096,,0,160,199.949368
2,12,56145,Roll,,,,160,209.145748
2,12,56355,Reroll,,55,,160,222.110466
2,12,53155,Reroll,,555,,160,220.443802
2,12,00000,Write,16,,15,175,220.443800
2,12,00000,Write,8192,,35,210,220.443800
2,13,64632,Roll,,,,210,222.222221
2,13,64132,Reroll,,6432,,210,216.666667
2,13,64432,Reroll,,6432,,210,210.000000
2,13,00000,Write,2048,,0,210,210.000000
3,1,15156,Roll,,,,0,247.568100
3,1,65653,Reroll,,55,,0,243.352066
3,1,65652,Reroll,,6655,,0,239.843170
3,1,00000,Write,64,,24,24,239.843170
3,2,13426,Roll,,,,24,237.465027
3,2,13425,Reroll,,4321,,24,248.176605
3,2,00000,Write,2048,,40,64,248.176605
3,3,44325,Roll,,,,64,246.757111
3,3,44663,Reroll,,44,,64,242.470352
3,3,36664,Reroll,,66,,64,246.917465
3,3,00000,Write,128,,25,89,246.917465
3,4,56444,Roll,,,,89,253.045654
3,4,24444,Reroll,,444,,89,260.706284
3,4,14444,Reroll,,4444,,89,256.558777
3,4,00000,Write,8,,16,105,256.558777
3,5,52361,Roll,,,,105,253.369659
3,5,36462,Reroll,,6,,105,251.190796
3,5,66265,Reroll,,66,,105,256.850525
3,5,00000,Write,32,,18,123,256.850525
3,6,64211,Roll,,,,123,254.583511
3,6,26511,Reroll,,11,,123,251.897919
3,6,22611,Reroll,,11,,123,248.285568
3,6,00000,Write,1,,2,125,248.285568
3,7,55343,Roll,,,,125,249.579788
3,7,55331,Reroll,,55,,125,243.321960
3,7,55552,Reroll,,55,,125,263.681580
3,7,00000,Write,16,,20,145,263.681587
3,8,24354,Roll,,,,145,263.173561
3,8,00000,Write,1024,,30,175,263.173561
3,9,66323,Roll,,,,175,263.253601
3,9,43343,Reroll,,33,,175,264.720680
3,9,23363,Reroll,,333,,175,262.034050
3,9,00000,Write,4,,9,184,262.034050
3,9,00000,Write,8192,,35,219,262.034050
3,10,52532,Roll,,,,219,261.522583
3,10,52252,Reroll,,22,,219,263.402573
3,10,00000,Write,512,,25,244,263.402573
3,11,16553,Roll,,,,244,262.328983
3,11,35553,Reroll,,55,,244,263.370262
3,11,15551,Reroll,,555,,244,256.346241
3,11,00000,Write,4096,,0,244,256.346241
3,12,56326,Roll,,,,244,256.503022
3,12,36446,Reroll,,66,,244,252.493797
3,12,26356,Reroll,,66,,244,251.611264
3,12,00000,Write,2,,2,246,251.611264
3,13,46421,Roll,,,,246,250.535108
3,13,46452,Reroll,,44,,246,247.439815
3,13,45433,Reroll,,44,,246,246.000000
3,13,00000,Write,256,,0,246,246.000000
4,1,56224,Roll,,,,0,245.653732
4,1,41224,Reroll,,22,,0,242.253815
4,1,43254,Reroll,,44,,0,241.844681
4,1,00000,Write,1024,,30,30,241.844681
4,2,65245,Roll,,,,30,240.582611
4,2,15145,Reroll,,55,,30,235.553207
4,2,25255,Reroll,,55,,30,239.583237
4,2,00000,Write,512,,25,55,239.583237
4,3,16556,Roll,,,,55,239.659760
4,3,36356,Reroll,,66,,55,234.260376
4,3,46346,Reroll,,66,,55,229.733459
4,3,00000,Write,64,,23,78,229.733459
4,4,56142,Roll,,,,78,226.067749
4,4,51542,Reroll,,542,,78,223.100876
4,4,56514,Reroll,,55,,78,217.508194
4,4,00000,Write,1,,1,79,217.508194
4,5,34153,Roll,,,,79,214.540787
4,5,33443,Reroll,,33,,79,216.924072
4,5,33143,Reroll,,333,,79,213.667984
4,5,00000,Write,4,,9,88,213.667984
4,6,12614,Roll,,,,88,209.522079
4,6,31514,Reroll,,4,,88,204.856728
4,6,31534,Reroll,,5431,,88,199.638939
4,6,00000,Write,4096,,0,88,199.638939
4,7,26351,Roll,,,,88,196.883438
4,7,26353,Reroll,,6532,,88,192.667015
4,7,26356,Reroll,,6532,,88,187.785194
4,7,00000,Write,32,,12,100,187.785194
4,8,23141,Roll,,,,100,186.246490
4,8,23146,Reroll,,4321,,100,182.775055
4,8,23446,Reroll,,6432,,100,180.223923
4,8,00000,Write,8,,8,108,180.223923
4,9,26244,Roll,,,,108,177.006439
4,9,42644,Reroll,,44,,108,179.372337
4,9,42644,Reroll,,6444,,108,176.168457
4,9,00000,Write,128,,20,128,176.168461
4,10,55446,Roll,,,,128,175.997478
4,10,55431,Reroll,,55,,128,172.658554
4,10,55433,Reroll,,55,,128,169.585724
4,10,00000,Write,16,,10,138,169.585722
4,11,45254,Roll,,,,138,169.497324
4,11,45233,Reroll,,542,,138,170.980957
4,11,45236,Reroll,,5432,,138,190.346241
4,11,00000,Write,2048,,40,178,190.346241
4,12,35155,Roll,,,,178,195.619551
4,12,25355,Reroll,,555,,178,190.878450
4,12,45555,Reroll,,555,,178,206.212963
4,12,00000,Write,256,,24,202,206.212964
4,13,16666,Roll,,,,202,205.055556
4,13,15636,Reroll,,0,,202,203.666667
4,13,46631,Reroll,,0,,202,202.000000
4,13,00000,Write,2,,0,202,202.000000
4,13,00000,Write,8192,,0,202,202.000000
5,1,23146,Roll,,,,0,246.301971
5,1,23146,Reroll,,4321,,0,244.275925
5,1,23143,Reroll,,4321,,0,241.844681
5,1,00000,Write,1024,,30,30,241.844681
5,2,31641,Roll,,,,30,238.094193
5,2,61631,Reroll,,6,,30,236.355133
5,2,64643,Reroll,,66,,30,231.751923
5,2,00000,Write,64,,23,53,231.751923
5,3,41611,Roll,,,,53,231.812805
5,3,61311,Reroll,,111,,53,229.909683
5,3,31111,Reroll,,111,,53,226.813416
5,3,00000,Write,1,,4,57,226.813416
5,4,11426,Roll,,,,57,222.393250
5,4,22446,Reroll,,6,,57,219.944199
5,4,22231,Reroll,,22,,57,221.167480
5,4,00000,Write,2,,6,63,221.167480
5,5,15242,Roll,,,,63,216.868301
5,5,45241,Reroll,,542,,63,213.875122
5,5,42545,Reroll,,44,,63,208.218842
5,5,00000,Write,8,,8,71,208.218842
5,6,62212,Roll,,,,71,208.674637
5,6,62262,Reroll,,222,,71,207.307816
5,6,00000,Write,512,,25,96,207.307816
5,7,12466,Roll,,,,96,207.935684
5,7,65566,Reroll,,66,,96,213.465965
5,7,62366,Reroll,,666,,96,204.794868
5,7,00000,Write,128,,23,119,204.794868
5,8,51234,Roll,,,,119,220.502029
5,8,00000,Write,2048,,40,159,220.502026
5,9,52362,Roll,,,,159,216.850368
5,9,14363,Reroll,,6,,159,215.694824
5,9,12353,Reroll,,33,,159,212.358280
5,9,00000,Write,4,,6,165,212.358280
5,10,65641,Roll,,,,165,214.268204
5,10,62625,Reroll,,66,,165,208.259098
5,10,62642,Reroll,,66,,165,203.439171
5,10,00000,Write,32,,12,177,203.439171
5,11,64536,Roll,,,,177,202.316288
5,11,64446,Reroll,,66,,177,201.653427
5,11,34446,Reroll,,444,,177,195.779091
5,11,00000,Write,4096,,0,177,195.779091
5,12,51632,Roll,,,,177,194.615192
5,12,55243,Reroll,,5,,177,195.698013
5,12,55245,Reroll,,55,,177,197.611263
5,12,00000,Write,16,,15,192,197.611264
5,13,61511,Roll,,,,192,196.181327
5,13,21511,Reroll,,111,,192,194.361111
5,13,11211,Reroll,,111,,192,198.000000
5,13,00000,Write,256,,6,198,198.000000
5,13,00000,Write,8192,,0,198,198.000000
6,1,31143,Roll,,,,0,246.276520
6,1,34353,Reroll,,33,,0,248.884583
6,1,33333,Reroll,,333,,0,281.098877
6,1,00000,Write,4096,,50,50,281.098892
6,2,24451,Roll,,,,50,279.415131
6,2,64421,Reroll,,44,,50,275.272079
6,2,64441,Reroll,,44,,50,278.472717
6,2,00000,Write,8,,12,62,278.472717
6,3,46565,Roll,,,,62,278.862274
6,3,46665,Reroll,,66,,62,283.056549
6,3,16665,Reroll,,666,,62,276.282196
6,3,00000,Write,128,,24,86,276.282196
6,4,52635,Roll,,,,86,275.544449
6,4,56655,Reroll,,55,,86,278.922089
6,4,53155,Reroll,,555,,86,273.475433
6,4,00000,Write,16,,15,101,273.475433
6,5,61251,Roll,,,,101,270.398590
6,5,62115,Reroll,,6,,101,267.994827
6,5,24115,Reroll,,11,,101,264.603088
6,5,00000,Write,1,,2,103,264.603088
6,6,11653,Roll,,,,103,261.503754
6,6,25633,Reroll,,3,,103,258.596878
6,6,56233,Reroll,,33,,103,253.124939
6,6,00000,Write,4,,6,109,253.124939
6,7,55246,Roll,,,,109,250.747482
6,7,51241,Reroll,,542,,109,246.323074
6,7,53243,Reroll,,542,,109,248.504974
6,7,00000,Write,1024,,30,139,248.504967
6,8,14131,Roll,,,,139,248.621353
6,8,00000,Write,512,,25,164,248.621353
6,9,35262,Roll,,,,164,247.094833
6,9,35262,Reroll,,6532,,164,243.281059
6,9,35262,Reroll,,6532,,164,242.054550
6,9,00000,Write,2,,4,168,242.054550
6,10,31242,Roll,,,,168,239.216560
6,10,31242,Reroll,,4321,,168,234.697769
6,10,31242,Reroll,,4321,,168,229.425228
6,10,00000,Write,256,,0,168,229.425228
6,11,46651,Roll,,,,168,232.661346
6,11,16626,Reroll,,66,,168,237.386703
6,11,66626,Reroll,,666,,168,265.434845
6,11,00000,Write,32,,24,192,265.434845
6,11,00000,Write,8192,,35,227,265.434845
6,12,11232,Roll,,,,227,261.292068
6,12,46232,Reroll,,32,,227,261.425392
6,12,46234,Reroll,,6432,,227,256.443800
6,12,00000,Write,64,,19,246,256.443800
6,13,53556,Roll,,,,246,253.366255
6,13,53333,Reroll,,53,,246,248.222222
6,13,53124,Reroll,,53,,246,286.000000
6,13,00000,Write,2048,,40,286,286.000000
7,1,46654,Roll,,,,0,248.485397
7,1,56654,Reroll,,66,,0,243.352066
7,1,56654,Reroll,,6655,,0,241.843170
7,1,00000,Write,64,,26,26,241.843170
7,2,42631,Roll,,,,26,239.465027
7,2,42431,Reroll,,4321,,26,237.322708
7,2,42331,Reroll,,4321,,26,234.751923
7,2,00000,Write,1024,,30,56,234.751923
7,3,54223,Roll,,,,56,235.604477
7,3,54213,Reroll,,5432,,56,246.401703
7,3,00000,Write,2048,,40,96,246.401703
7,4,22515,Roll,,,,96,245.676117
7,4,66515,Reroll,,55,,96,240.724716
7,4,66416,Reroll,,66,,96,245.062622
7,4,00000,Write,32,,18,114,245.062622
7,5,56644,Roll,,,,114,243.908966
7,5,33344,Reroll,,44,,114,246.980316
7,5,33324,Reroll,,333,,114,242.561172
7,5,00000,Write,4,,9,123,242.561172
7,6,22351,Roll,,,,123,240.775398
7,6,22115,Reroll,,22,,123,236.861771
7,6,22661,Reroll,,22,,123,232.514664
7,6,00000,Write,2,,4,127,232.514664
7,7,65323,Roll,,,,127,228.654152
7,7,25131,Reroll,,5,,127,226.942970
7,7,34131,Reroll,,11,,127,223.435005
7,7,00000,Write,1,,2,129,223.435005
7,8,52435,Roll,,,,129,223.990173
7,8,54525,Reroll,,55,,129,229.142136
7,8,51565,Reroll,,555,,129,221.855392
7,8,00000,Write,16,,15,144,221.855392
7,9,14461,Roll,,,,144,223.126427
7,9,64452,Reroll,,44,,144,215.866829
7,9,44413,Reroll,,44,,144,213.169373
7,9,00000,Write,8,,12,156,213.169369
7,10,12235,Roll,,,,156,210.635319
7,10,52251,Reroll,,22,,156,207.276646
7,10,53453,Reroll,,55,,156,201.681007
7,10,00000,Write,4096,,0,156,201.681007
7,11,53145,Roll,,,,156,200.683128
7,11,53145,Reroll,,55,,156,195.434048
7,11,52145,Reroll,,55,,156,188.198269
7,11,00000,Write,256,,0,156,188.198269
7,12,13365,Roll,,,,156,185.475719
7,12,33352,Reroll,,33,,156,190.780636
7,12,33352,Reroll,,5333,,156,185.366611
7,12,00000,Write,128,,16,172,185.366611
7,13,61165,Roll,,,,172,187.930426
7,13,21141,Reroll,,11,,172,197.000000
7,13,00000,Write,512,,25,197,197.000000
7,13,00000,Write,8192,,0,197,197.000000
8,1,31335,Roll,,,,0,252.403900
8,1,33335,Reroll,,333,,0,258.332764
8,1,33336,Reroll,,3333,,0,253.779526
8,1,00000,Write,4,,12,12,253.779526
8,2,52341,Roll,,,,12,261.900024
8,2,00000,Write,2048,,40,52,261.900024
8,3,15234,Roll,,,,52,258.825714
8,3,25553,Reroll,,5,,52,265.420853
8,3,25555,Reroll,,555,,52,272.201111
8,3,00000,Write,16,,20,72,272.201111
8,4,46254,Roll,,,,72,271.310303
8,4,45154,Reroll,,44,,72,268.018890
8,4,43144,Reroll,,44,,72,270.387482
8,4,00000,Write,8,,12,84,270.387482
8,5,13326,Roll,,,,84,268.432892
8,5,14326,Reroll,,6,,84,268.437012
8,5,00000,Write,1024,,30,114,268.437012
8,6,54436,Roll,,,,114,266.175400
8,6,36556,Reroll,,6,,114,265.928268
8,6,26156,Reroll,,66,,114,259.428864
8,6,00000,Write,1,,1,115,259.428864
8,7,14161,Roll,,,,115,260.171875
8,7,11151,Reroll,,111,,115,258.639267
8,7,11141,Reroll,,1111,,115,251.160660
8,7,00000,Write,256,,8,123,251.160660
8,8,51646,Roll,,,,123,254.004440
8,8,32616,Reroll,,66,,123,248.959740
8,8,22626,Reroll,,66,,123,252.182632
8,8,00000,Write,512,,25,148,252.182632
8,9,24514,Roll,,,,148,248.646797
8,9,21613,Reroll,,2,,148,245.646515
8,9,24611,Reroll,,6,,148,241.480560
8,9,00000,Write,4096,,0,148,241.480560
8,10,32211,Roll,,,,148,240.814415
8,10,32233,Reroll,,22,,148,236.976059
8,10,12246,Reroll,,22,,148,231.032249
8,10,00000,Write,2,,4,152,231.032249
8,11,62242,Roll,,,,152,230.080833
8,11,66551,Reroll,,6,,152,231.621033
8,11,66355,Reroll,,66,,152,222.581116
8,11,00000,Write,64,,25,177,222.581112
8,12,52345,Roll,,,,177,218.465294
8,12,52565,Reroll,,55,,177,226.558640
8,12,54565,Reroll,,6555,,177,227.058640
8,12,00000,Write,128,,25,202,227.058641
8,13,14252,Roll,,,,202,217.134422
8,13,15522,Reroll,,0,,202,208.242284
8,13,31455,Reroll,,0,,202,202.000000
8,13,00000,Write,32,,0,202,202.000000
8,13,00000,Write,8192,,0,202,202.000000
9,1,23665,Roll,,,,0,248.485397
9,1,52662,Reroll,,66,,0,243.300888
9,1,43663,Reroll,,66,,0,237.843170
9,1,00000,Write,64,,22,22,237.843170
9,2,41126,Roll,,,,22,234.075333
9,2,45113,Reroll,,4,,22,231.206436
9,2,42112,Reroll,,11,,22,227.546753
9,2,00000,Write,1,,2,24,227.546753
9,3,23525,Roll,,,,24,226.097733
9,3,54555,Reroll,,55,,24,243.200226
9,3,53555,Reroll,,5555,,24,239.616348
9,3,00000,Write,16,,20,44,239.616348
9,4,16562,Roll,,,,44,239.422058
9,4,16664,Reroll,,66,,44,245.589783
9,4,56665,Reroll,,666,,44,241.137543
9,4,00000,Write,128,,28,72,241.137543
9,5,35326,Roll,,,,72,239.041916
9,5,32332,Reroll,,33,,72,242.464203
9,5,32333,Reroll,,333,,72,246.183685
9,5,00000,Write,4,,12,84,246.183685
9,6,25313,Roll,,,,84,242.558121
9,6,25324,Reroll,,532,,84,246.172272
9,6,25364,Reroll,,5432,,84,257.506348
9,6,00000,Write,2048,,40,124,257.506348
9,7,62341,Roll,,,,124,255.543793
9,7,00000,Write,1024,,30,154,255.543785
9,8,42646,Roll,,,,154,257.499161
9,8,15646,Reroll,,66,,154,251.372803
9,8,43656,Reroll,,66,,154,241.978348
9,8,00000,Write,4096,,0,154,241.978348
9,9,62663,Roll,,,,154,254.742088
9,9,61661,Reroll,,666,,154,251.985275
9,9,65663,Reroll,,666,,154,248.452171
9,9,00000,Write,32,,18,172,248.452171
9,10,36613,Roll,,,,172,245.490692
9,10,16634,Reroll,,66,,172,241.595749
9,10,45124,Reroll,,4,,172,242.649300
9,10,00000,Write,8,,8,180,242.649300
9,11,54631,Roll,,,,180,238.850464
9,11,22161,Reroll,,1,,180,244.761772
9,11,22316,Reroll,,22,,180,243.413807
9,11,00000,Write,2,,4,184,243.413807
9,11,00000,Write,8192,,35,219,243.413807
9,12,61121,Roll,,,,219,249.611263
9,12,00000,Write,512,,25,244,249.611264
9,13,13264,Roll,,,,244,247.034080
9,13,32661,Reroll,,6,,244,246.013889
9,13,16662,Reroll,,66,,244,244.000000
9,13,00000,Write,256,,0,244,244.000000
10,1,26342,Roll,,,,0,245.757568
10,1,23345,Reroll,,432,,0,246.707169
10,1,23245,Reroll,,5432,,0,241.844681
10,1,00000,Write,1024,,30,30,241.844681
10,2,66425,Roll,,,,30,241.692596
10,2,66545,Reroll,,66,,30,236.381943
10,2,66545,Reroll,,6655,,30,234.751923
10,2,00000,Write,64,,26,56,234.751923
10,3,16612,Roll,,,,56,234.349426
10,3,66622,Reroll,,66,,56,239.315720
10,3,66646,Reroll,,666,,56,251.462570
10,3,00000,Write,32,,24,80,251.462570
10,4,13463,Roll,,,,80,249.097610
10,4,13353,Reroll,,33,,80,252.343811
10,4,23343,Reroll,,333,,80,248.719543
10,4,00000,Write,4,,9,89,248.719543
10,5,33356,Roll,,,,89,248.849243
10,5,33331,Reroll,,333,,89,252.854538
10,5,33333,Reroll,,3333,,89,282.319931
10,5,00000,Write,4096,,50,139,282.319931
10,6,24432,Roll,,,,139,281.395798
10,6,24434,Reroll,,44,,139,286.390808
10,6,14424,Reroll,,444,,139,283.022171
10,6,00000,Write,8,,12,151,283.022171
10,7,45344,Roll,,,,151,283.190598
10,7,43244,Reroll,,444,,151,280.578293
10,7,43544,Reroll,,444,,151,277.856728
10,7,00000,Write,128,,20,171,277.856728
10,8,16462,Roll,,,,171,274.453903
10,8,23252,Reroll,,2,,171,278.782280
10,8,25262,Reroll,,222,,171,277.915543
10,8,00000,Write,512,,25,196,277.915543
10,9,36511,Roll,,,,196,276.009903
10,9,42546,Reroll,,5,,196,270.762848
10,9,32564,Reroll,,52,,196,294.521843
10,9,00000,Write,2048,,40,236,294.521843
10,10,31236,Roll,,,,236,291.485878
10,10,12252,Reroll,,2,,236,297.554276
10,10,12242,Reroll,,222,,236,295.687134
10,10,00000,Write,2,,6,242,295.687134
10,11,62624,Roll,,,,242,292.454918
10,11,65621,Reroll,,66,,242,290.373028
10,11,45321,Reroll,,51,,242,282.942493
10,11,00000,Write,256,,0,242,282.942493
10,12,36323,Roll,,,,242,277.954884
10,12,55234,Reroll,,0,,242,285.536831
10,12,55426,Reroll,,55,,242,278.565826
10,12,00000,Write,16,,10,252,278.565825
10,12,00000,Write,8192,,0,252,278.565825
11,1,54125,Roll,,,,0,247.568100
11,1,54615,Reroll,,55,,0,242.692291
11,1,52645,Reroll,,55,,0,237.843170
11,1,00000,Write,64,,22,22,237.843170
11,2,26224,Roll,,,,22,239.665070
11,2,21222,Reroll,,222,,22,243.824814
11,2,23222,Reroll,,2222,,22,238.452667
11,2,00000,Write,2,,8,30,238.452667
11,3,63554,Roll,,,,30,237.228088
11,3,41552,Reroll,,55,,30,231.498886
11,3,23554,Reroll,,55,,30,231.129761
11,3,00000,Write,1024,,30,60,231.129761
11,4,15256,Roll,,,,60,229.884842
11,4,25456,Reroll,,55,,60,223.963242
11,4,55452,Reroll,,55,,60,230.106796
11,4,00000,Write,16,,15,75,230.106796
11,5,25522,Roll,,,,75,229.938995
11,5,26222,Reroll,,222,,75,231.554443
11,5,26222,Reroll,,2222,,75,227.303238
11,5,00000,Write,256,,14,89,227.303238
11,6,54112,Roll,,,,89,223.953629
11,6,32113,Reroll,,11,,89,221.019989
11,6,32113,Reroll,,11,,89,216.664597
11,6,00000,Write,1,,2,91,216.664597
11,7,44666,Roll,,,,91,229.306915
11,7,43666,Reroll,,666,,91,223.832031
11,7,54666,Reroll,,666,,91,218.837158
11,7,00000,Write,128,,27,118,218.837158
11,8,13634,Roll,,,,118,217.066582
11,8,23336,Reroll,,33,,118,220.880806
11,8,63336,Reroll,,333,,118,219.335968
11,8,00000,Write,512,,25,143,219.335968
11,9,65412,Roll,,,,143,216.030304
11,9,65432,Reroll,,6542,,143,236.479881
11,9,00000,Write,2048,,40,183,236.479881
11,10,36364,Roll,,,,183,239.442345
11,10,16561,Reroll,,66,,183,232.622501
11,10,56461,Reroll,,66,,183,225.239868
11,10,00000,Write,4096,,0,183,225.239868
11,11,65561,Roll,,,,183,228.404144
11,11,64163,Reroll,,66,,183,221.338951
11,11,66462,Reroll,,66,,183,227.476913
11,11,00000,Write,32,,18,201,227.476913
11,12,46623,Roll,,,,201,225.329876
11,12,44353,Reroll,,43,,201,225.668453
11,12,44451,Reroll,,44,,201,231.739191
11,12,00000,Write,8,,12,213,231.739191
11,13,65213,Roll,,,,213,232.200590
11,13,45363,Reroll,,3,,213,235.245369
11,13,43313,Reroll,,33,,213,257.000000
11,13,00000,Write,4,,9,222,257.000000
11,13,00000,Write,8192,,35,257,257.000000
12,1,43445,Roll,,,,0,253.885284
12,1,42446,Reroll,,444,,0,249.884079
12,1,45442,Reroll,,444,,0,245.445343
12,1,00000,Write,8,,12,12,245.445343
12,2,31321,Roll,,,,12,243.174683
12,2,33335,Reroll,,33,,12,256.194138
12,2,33332,Reroll,,3333,,12,251.738403
12,2,00000,Write,4,,12,24,251.738403
12,3,23262,Roll,,,,24,253.219116
12,3,21242,Reroll,,222,,24,250.655640
12,3,24262,Reroll,,222,,24,249.816299
12,3,00000,Write,512,,25,49,249.816299
12,4,22542,Roll,,,,49,250.966446
12,4,22352,Reroll,,222,,49,248.066452
12,4,22532,Reroll,,222,,49,246.213562
12,4,00000,Write,2,,6,55,246.213562
